study,id,date,sessionID,startTime,endTime,timeToComplete,Remove,country,sourceIP(hash with salt),ageGroup6,ageGroup6Text,ageGroup3,ageGroup3Text,sex,previousVote,intendReferendumVote,ethnicity,religion,privacy,Q47,Q48,Q49,Q50,Q51,Q52,Q53,Q54,Q55,Q56,Q57,Q58,Q59,Q60,expType,adp1,adp1_num,adpRiskyChoice,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,RWAScore
study3,1213,20160508,8190112e72cbaff5b211a6dff2d9d9cb,05/08/2016 15:53,05/08/2016 16:06,13,Keep,GB,83560b7e778df1e534a6aaf495864fe31db22ab3556de85081d08bab73b2870b,6,Age 65+,3,55_and_over,Female,UKIP,Leave,e,3,5,3,5,3,5,1,5,5,5,5,5,3,1,2,5,A,a,1,0,9,9,1,5,9,5,1,5,1,9,6,9,3,9,1,3,9,1,8,9,9,2,105
study3,1214,20160508,f709387fc89dffb4aa0383a29bcb285c,05/08/2016 16:03,05/08/2016 16:14,11,Keep,GB,701a4040c92489b1fe83aea29757dce471db60778117a48fed4a2a8eb5a1bd91,6,Age 65+,3,55_and_over,Female,UKIP,Leave,a,5,4,4,5,2,4,4,5,4,4,4,2,2,2,2,3,B,b,2,1,7,9,1,5,7,9,9,9,6,9,4,9,9,9,9,9,9,7,7,7,9,7,150
study3,1215,20160508,b1a2ff21829e1e81e1bfe95e56e541e9,05/08/2016 15:59,05/08/2016 16:14,15,Keep,GB,32fc5c910e640f2ed427de0b62f8d52a18b891d3b5e6d961dbd20fd61f9e8c8f,6,Age 65+,3,55_and_over,Female,Con,NoVote,a,4,5,3,3,2,5,3,4,3,5,3,2,3,1,3,3,A,a,1,0,7,2,2,2,7,2,9,3,6,9,2,9,5,6,6,6,7,2,8,1,3,8,103
study3,1216,20160508,f8af635f0c9afa6a53798745f8b7c3ad,05/08/2016 16:07,05/08/2016 16:17,10,Keep,GB,97ad77e8a9287f1939643aea6724c961c5da141462d4ba6075c811d8dc3f6c62,2,Age 25-34,1,18_to_34,Female,Labour,Remain,a,1,5,2,2,2,1,3,2,2,2,1,1,3,1,2,3,B,b,2,1,2,1,9,1,3,1,3,4,7,5,1,3,1,6,4,3,5,1,2,1,3,3,66
study3,1217,20160508,361c86d17137b27e6a7833faa4bac61f,05/08/2016 16:10,05/08/2016 16:19,9,Keep,GB,1be204d14aa9c1e29cc57b50d066b10b47db75d9bb10e18dc0a4573d1489302b,1,Age 18-24,1,18_to_34,Female,Con,Remain,a,1,5,1,1,1,4,2,1,1,1,1,2,4,1,1,3,A,a,1,0,7,1,7,1,5,1,2,1,4,5,1,6,1,3,3,1,3,2,3,3,3,7,62
study3,1218,20160508,174dc057e10277461db49029d2de9448,05/08/2016 16:10,05/08/2016 16:20,10,Keep,GB,a6e0b4a18f9ee7df457b8ce6ebeeda606217dd47165ad036bfc29a9fda45dfd1,6,Age 65+,3,55_and_over,Female,Labour,Remain,a,5,3,1,3,3,1,1,1,1,1,1,1,1,1,1,3,A,a,1,0,1,1,9,1,1,2,1,1,3,1,1,3,2,1,5,1,1,1,1,1,5,1,42
study3,1219,20160508,f88f612d7889a299acf88049d6b752f9,05/08/2016 16:10,05/08/2016 16:21,11,Keep,GB,6bb869de441c4d07b8fd267788802399083d203e62100b9dbcaf2a8cefb36b95,5,Age 55-64,3,55_and_over,Female,LibDem,Remain,a,1,1,2,3,4,1,2,2,3,2,3,1,3,1,1,2,B,b,2,1,3,1,7,3,2,5,3,5,4,4,5,3,3,3,6,2,6,1,3,3,3,3,74
study3,1220,20160508,116523d590958d5990dcc559db0f64dd,05/08/2016 16:12,05/08/2016 16:28,16,Keep,GB,ea295fe14bf378b34779ec9e87ef181f8a8aee45166774180a4491845ca7664a,6,Age 65+,3,55_and_over,Female,Con,Leave,a,2,4,1,5,5,1,5,5,5,4,5,4,5,1,3,2,B,b,2,1,3,9,2,9,8,3,7,9,7,9,7,8,9,8,9,8,7,9,7,7,9,7,149
study3,1221,20160508,9ccd9f80246f853517445270b86f6664,05/08/2016 16:01,05/08/2016 16:29,28,Keep,GB,bd7854322019be98ff5e4fa47e8aa790b636412bc098f231b110a6c2c0ab1465,5,Age 55-64,3,55_and_over,Female,UKIP,Leave,a,1,5,5,5,3,5,5,5,5,5,5,5,3,1,1,3,A,a,1,0,1,1,9,2,1,2,9,2,1,9,2,7,2,9,3,2,8,1,7,3,3,7,89
study3,1222,20160508,8f1dad59d544828dfb8317dac062fedc,05/08/2016 16:29,05/08/2016 16:37,8,Keep,GB,940d4cea670ec380491f3ee2708ca69b32a67968ddf5b9cb9bfca7f8edcc8e6a,5,Age 55-64,3,55_and_over,Female,LibDem,Remain,a,4,2,1,2,2,1,1,2,2,1,1,2,1,1,1,2,B,b,2,1,2,1,9,1,3,1,1,9,1,1,1,2,9,1,2,1,1,1,1,8,3,1,57
study3,1223,20160508,6950a4b85689422e7059a07342c3a932,05/08/2016 16:29,05/08/2016 16:38,9,Keep,GB,9fa78a62ae84669a9e8dca61b83f29e981c3eba970e184bf307c7e5f1df39bae,3,Age 35-44,2,35_to_54,Female,Labour,Remain,a,1,1,5,3,4,1,4,3,3,3,1,2,1,1,2,3,A,a,1,0,2,1,9,1,2,1,3,1,1,1,1,3,1,3,1,1,1,1,1,2,1,2,37
study3,1224,20160508,8f94444fd5bef0c98c7ffbd51ad815b7,05/08/2016 16:24,05/08/2016 16:42,18,Keep,GB,2c3522a8ae8d3d170952d9fea3994535c3142bd1e4360a0b3659a1127207306e,4,Age 45-54,2,35_to_54,Female,UKIP,Leave,a,5,3,2,3,5,2,4,5,4,5,3,2,3,3,5,4,A,b,2,1,7,5,1,6,3,3,9,1,2,9,5,9,8,9,2,5,5,5,6,3,5,5,101
study3,1225,20160508,b47bd1bbd33eccbc1ca7dfccba9231da,05/08/2016 16:24,05/08/2016 16:44,20,Keep,GB,51e492e4ab1d4b8ee68d5df01e4240229b34bf69d5132f3e0bcb49f35282aca7,4,Age 45-54,2,35_to_54,Female,Green,Leave,a,3,4,4,2,2,1,5,4,3,4,3,4,3,1,1,3,A,b,2,1,2,1,9,1,8,2,1,2,2,2,1,3,1,1,1,1,1,1,1,2,1,2,43
study3,1226,20160508,57a0553eff548c7262069802d4bb07af,05/08/2016 16:37,05/08/2016 16:45,8,Keep,GB,4c384279650afa7df398e3046882d1272a26b5e10563a68b8d8ce3e872a53f21,6,Age 65+,3,55_and_over,Female,Green,Leave,a,3,3,4,4,3,2,3,3,4,3,3,2,3,1,2,4,B,b,2,1,1,1,7,1,4,1,4,5,3,4,7,4,3,4,4,1,1,1,4,2,4,3,67
study3,1227,20160508,b36e059515fcc35ea09b9f940677b78f,05/08/2016 16:42,05/08/2016 16:51,9,Keep,GB,d7969c019359d5c82c6c40ce227fe0cbc4f2a9fc174a6797b751ff43a6a5abec,3,Age 35-44,2,35_to_54,Female,Green,Remain,a,3,5,1,1,2,1,1,1,2,1,1,2,1,1,1,1,B,b,2,1,2,1,6,1,2,1,2,1,2,2,1,3,1,5,1,1,1,1,1,1,1,9,43
study3,1228,20160508,77f3678486e1686c024830dff2b0e91d,05/08/2016 16:51,05/08/2016 16:57,6,Keep,GB,7d4a8a341dc235fb1fd3876241382f51e0f8cd874c6202967eab4511658b6cb8,4,Age 45-54,2,35_to_54,Female,Labour,NoVote,a,4,2,3,4,5,1,3,2,4,5,3,2,2,1,2,3,B,b,2,1,6,1,9,1,1,1,3,1,2,1,1,3,5,4,5,1,3,1,3,1,2,1,49
study3,1229,20160508,5bdd8ed395133ca0d13818ffc7e30469,05/08/2016 16:55,05/08/2016 17:02,7,Keep,AU,5ae75d46a2ed34a00d5fdcbec9699600038ee99ce1257fe044570718254a9ece,4,Age 45-54,2,35_to_54,Male,Labour,Leave,a,2,5,4,3,4,5,2,4,2,4,4,2,2,1,1,2,A,b,2,1,6,1,7,1,5,5,6,2,3,2,3,7,1,3,2,1,2,1,2,3,2,7,65
study3,1230,20160508,27c4f915319d393235863a68001cf70c,05/08/2016 17:01,05/08/2016 17:06,5,Keep,GB,c065cfcdebcb9eb575bc77a89dd9f31fd255c8f1a50e429948ea2ff5227804b6,6,Age 65+,3,55_and_over,Female,UKIP,Leave,a,4,5,4,5,5,2,5,5,5,5,5,3,3,1,3,5,B,b,2,1,5,1,4,6,3,3,5,1,1,3,2,8,2,7,4,1,6,1,2,2,6,4,71
study3,1231,20160508,9f6386d0a4f462f6dd4930dbbd99f8db,05/08/2016 16:57,05/08/2016 17:06,9,Keep,GB,0b0d7db959a81b9f7c4948cabfbf6f86e131704ce9fa2087f90b5d64fdc02334,4,Age 45-54,2,35_to_54,Female,SNP,Remain,a,1,1,2,4,3,1,3,1,4,3,1,2,2,1,1,3,A,b,2,1,1,1,9,1,1,1,1,1,5,6,1,6,1,5,2,1,5,1,6,4,5,1,63
study3,1232,20160508,a7fee88c61bf5fdb49eb05dd254a68cf,05/08/2016 16:59,05/08/2016 17:13,14,Keep,GB,2bc32ecf0b789cd8f7e17d6a2f3a2b5c94a72bfcc9ac6564f4f218f066e7380a,4,Age 45-54,2,35_to_54,Female,UKIP,Leave,a,3,2,4,5,5,5,5,5,5,5,5,1,3,1,2,5,B,b,2,1,4,1,8,1,1,1,8,5,2,7,3,6,3,7,3,1,3,1,3,2,3,3,71
study3,1233,20160508,95bbaf179c4c6b9795e9fe94e747a0f8,05/08/2016 17:07,05/08/2016 17:15,8,Keep,GB,f70623ee2829981557621de412f8ea46b36c787da63770e0a70fa8319ec04bc5,6,Age 65+,3,55_and_over,Female,LibDem,Leave,a,2,3,4,4,5,2,3,2,2,2,3,1,2,1,2,5,B,b,2,1,2,1,9,2,2,1,2,3,2,5,1,2,3,1,3,1,1,2,1,2,3,1,47
study3,1234,20160508,715ff5da1666e07b99e181e17abe01b4,05/08/2016 17:35,05/08/2016 17:45,10,Keep,GB,7073c1ed149812fb866bbb62a665c9dd53050634605142e43e250af9ce473622,1,Age 18-24,1,18_to_34,Female,Green,Remain,a,4,3,2,3,2,2,2,2,2,2,2,2,1,1,2,4,A,a,1,0,4,2,8,1,6,2,2,4,3,7,1,3,2,4,2,2,3,2,2,2,2,2,60
study3,1235,20160508,76f3c974e4961d17170789ae7eba5b6b,05/08/2016 17:01,05/08/2016 18:14,73,Keep,GB,c6352f666cf77ddd67664e2611e847fd4948909b7f48b5a41f9810a1ff9f8921,1,Age 18-24,1,18_to_34,Female,LibDem,Leave,a,1,1,4,3,5,2,4,4,2,3,5,2,2,1,2,4,A,b,2,1,3,1,9,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,32
study3,1236,20160508,c035c91eb07a791aa0074c5f49680ecf,05/08/2016 18:13,05/08/2016 18:19,6,Keep,GB,39cfd5e438bb79207f7517c03f1363cf73513ff8245363e240c3d1682e67c306,4,Age 45-54,2,35_to_54,Female,SNP,Leave,a,5,1,5,5,5,1,5,1,5,1,5,1,1,1,1,3,A,b,2,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,9,1,9,1,1,1,1,1,44
study3,1237,20160508,efaa12dd4cd37a31acd569b34b277dc8,05/08/2016 19:14,05/08/2016 19:21,7,Keep,CL,83c63b9faa58ea51df49de6d9e5393eba09f05c01126bd1e4b783df916f2d7fd,3,Age 35-44,2,35_to_54,Male,Labour,Remain,a,1,4,1,2,2,1,2,1,3,2,1,1,4,3,1,2,B,b,2,1,3,1,9,1,1,1,2,3,2,1,5,2,1,1,1,1,1,1,1,3,3,2,42
study3,1238,20160508,93690f762f6c7271c2e37b2f19a4b675,05/08/2016 20:44,05/08/2016 20:53,9,Keep,GB,9cc4a870d961d8c16f7c47b6916859c6511f30a73f7755cb59fd5c3a0c32116d,5,Age 55-64,3,55_and_over,Female,Labour,Remain,a,3,3,1,1,2,1,1,3,1,1,1,5,5,1,1,1,A,b,2,1,1,1,8,2,1,2,1,4,9,5,5,1,4,4,1,2,2,1,1,2,5,5,65
study3,1239,20160508,0ecf007054e642886106cc8dd156e525,05/08/2016 22:43,05/08/2016 22:48,5,Keep,GB,76b4d5a3cf30c82d13a658138632018b62322d15861da6c0cf02455b23866a1b,5,Age 55-64,3,55_and_over,Female,Green,Leave,a,3,1,4,3,5,1,3,5,5,5,4,3,3,2,4,5,A,b,2,1,1,1,5,2,1,3,5,1,1,5,1,5,1,5,3,1,9,1,1,1,2,5,58
study3,1240,20160508,5ea43bb15004e9d5160c7b779d244f82,05/08/2016 23:27,05/08/2016 23:36,9,Keep,JP,02525bd1aa4ee4f9fb0ca77c5b0ef49dc18a999e58574f9b560d10d1951d4030,6,Age 65+,3,55_and_over,Female,LibDem,Remain,a,4,4,5,4,4,3,2,3,1,3,2,2,2,1,1,4,B,b,2,1,5,1,5,1,5,2,6,1,2,3,2,6,2,3,2,4,3,1,5,3,3,4,63
study3,1241,20160508,07702967848c170c6a2fda2acedac6a6,05/08/2016 23:43,05/08/2016 23:48,5,Keep,GB,77dfa66df9742b4609cf24b4b675f1e7f42124ce4d6121e0df20f8a6a5781bc6,5,Age 55-64,3,55_and_over,Female,Labour,Remain,a,1,2,1,3,2,1,1,1,4,1,1,1,2,1,1,1,B,b,2,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28
study3,1242,20160509,ce56134acc70ec94b3d56e96d19bbfa0,05/08/2016 23:56,05/09/2016 0:02,6,Keep,GB,81e86897a4640c697eed8fe029b42d1d29334775c0fc6aa4f1c786f5866373ba,2,Age 25-34,1,18_to_34,Male,Green,Remain,a,1,1,1,1,2,1,1,1,2,1,1,4,1,1,1,1,A,a,1,0,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28
study3,1243,20160509,55eb688498457a2a892610086f3c0401,05/09/2016 0:00,05/09/2016 0:05,5,Keep,GB,1f21a17c5876b6ccfc11d87d1990cb6166b44f96ee18d31f4b4e83cf21ce6173,6,Age 65+,3,55_and_over,Female,Labour,Remain,a,1,2,1,1,3,1,1,2,1,1,1,1,2,1,1,2,A,a,1,0,2,1,9,1,1,9,3,1,2,1,1,9,1,4,3,1,1,1,1,1,1,1,52
study3,1244,20160509,935a1faf42a3c0542f091757a5181a36,05/09/2016 0:01,05/09/2016 0:07,6,Keep,GB,a11a695fc8d3361b0bda35472cc8ecdc53ee82b34fb19683d3868d425fa3ba83,5,Age 55-64,3,55_and_over,Female,Labour,Remain,a,5,1,1,3,1,1,5,2,1,1,1,2,1,1,1,1,B,b,2,1,5,1,9,1,1,6,2,1,4,1,2,3,2,1,3,7,1,1,1,3,5,1,55
study3,1245,20160509,f43b45e29572bf7457acacbe6b207b59,05/09/2016 0:17,05/09/2016 0:23,6,Keep,GB,3f457076535cd0bc2cd39ec5c0ff43d37de1b8c62e07d5d7dcabcc96e3e599d2,6,Age 65+,3,55_and_over,Female,Labour,Leave,a,1,1,4,3,5,1,3,2,3,2,4,1,2,1,1,3,B,b,2,1,3,1,8,1,4,1,3,1,1,1,1,4,1,3,3,1,1,1,1,1,1,1,39
study3,1246,20160509,ebfe17eb1aa2d3fac2cdd3247f6e415b,05/09/2016 0:16,05/09/2016 0:25,9,Keep,GB,5fb67c7149ba0997f499c496b691d107003971a556bbb426c28bdb8547c4fd11,5,Age 55-64,3,55_and_over,Female,NoVote,Leave,a,4,1,4,5,5,1,2,4,5,5,5,1,3,1,2,4,B,b,2,1,1,1,9,3,1,1,1,1,3,5,1,5,1,5,1,1,5,1,1,1,1,9,56
study3,1247,20160509,7f5f56573c4713968a91977691952f61,05/09/2016 0:18,05/09/2016 0:27,9,Keep,FR,03ba2dbe2e8ef2e0b58d4c4cc21942a27817171ba33a3b4659d796e354ba24f5,6,Age 65+,3,55_and_over,Female,LibDem,Remain,a,3,1,3,2,2,1,2,2,2,2,1,1,1,2,1,2,A,a,1,0,7,6,4,9,1,9,1,1,1,1,1,7,1,9,1,1,9,1,1,1,1,1,61
study3,1248,20160509,39fa4946e0213cac218492ce8e2e8b3c,05/09/2016 0:34,05/09/2016 0:38,4,Keep,GB,950f0119ac4bdc2832c13cab31dd3f30db58ebcf0b75e827e7efe341f8ddd098,4,Age 45-54,2,35_to_54,Female,Green,Remain,a,1,2,1,1,1,1,1,1,1,1,5,1,1,1,1,4,A,b,2,1,3,1,9,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,31
study3,1249,20160509,ea3143ba7ab156b079048d516946cfc4,05/09/2016 0:38,05/09/2016 0:47,9,Keep,GB,125f239d96d2fb95a201c2dc4e1fe558a07e51d1d662bac45ae5ee9fc35cc7fe,5,Age 55-64,3,55_and_over,Female,Labour,Remain,a,1,3,1,1,5,1,1,1,4,1,1,1,3,1,1,2,B,b,2,1,1,1,9,1,4,2,2,1,2,1,1,7,1,1,3,1,3,1,3,1,1,3,48
study3,1250,20160509,a6f5dac143b07f990b26074bf552ef68,05/09/2016 0:44,05/09/2016 0:56,12,Keep,GB,8cbfdaf238e38b655773440378838eacabb991c4be6707fbb5d19a035cddc998,6,Age 65+,3,55_and_over,Female,Con,Leave,a,5,5,5,5,5,3,5,5,5,5,5,4,5,1,4,1,A,b,2,1,8,1,4,4,6,6,6,5,5,9,5,7,6,9,9,4,1,1,8,4,6,7,112
study3,1251,20160509,5f3deb5a3657e1ee11e42caf0faa5c8c,05/09/2016 0:51,05/09/2016 1:02,11,Keep,GB,553ef4b6ddc0b9495088d9e0cd6a3a5ebb94a12bffe3cb9a2374fd8e340a1a60,5,Age 55-64,3,55_and_over,Female,Labour,Remain,a,1,2,2,1,2,1,2,2,2,2,1,2,1,1,1,2,B,b,2,1,1,1,9,1,5,1,9,1,2,2,9,1,9,1,8,1,1,1,1,2,1,1,66
study3,1252,20160509,5a6c4ab07c516c91e34a6559f103cb92,05/09/2016 0:57,05/09/2016 1:05,8,Keep,GB,f73915cd11a2bc70d86d675b5654c08ab34870b4503fceacb25120d368f9d702,5,Age 55-64,3,55_and_over,Female,Labour,Remain,a,5,3,1,3,2,1,2,3,3,2,1,2,2,1,1,2,B,b,2,1,3,1,7,1,5,2,2,1,3,2,2,3,5,3,5,2,5,1,3,3,3,5,63
study3,1253,20160509,d15bc7f0fb2e54e163243b4d5dca9087,05/09/2016 0:57,05/09/2016 1:06,9,Keep,GB,675cab9bb40dfd0f5621b47db3f2adde0a0f59c106effcd17d78fddf90cfb814,4,Age 45-54,2,35_to_54,Female,Labour,Remain,a,4,4,2,4,4,1,2,4,4,4,3,2,2,1,3,3,B,b,2,1,3,1,3,3,3,4,3,4,3,5,3,5,4,5,3,1,3,1,1,1,3,3,61
study3,1254,20160509,34ad2fb2ef6e7bdaab5b81220918df7f,05/09/2016 1:00,05/09/2016 1:07,7,Keep,GB,7cf9edff8ce5664d57c4a2d8da298bac12490dfbea58d386f96bc4f13b42f3bf,5,Age 55-64,3,55_and_over,Female,Green,Remain,a,1,4,1,3,2,1,2,3,2,2,1,2,4,1,1,2,B,b,2,1,1,1,9,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32
study3,1255,20160509,ae95c8743bf997255803712be866c7f8,05/09/2016 1:02,05/09/2016 1:08,6,Keep,GB,fd6742e6e2a05cc517feb4410370287e7795a7bd44ce89403070e1fd2adf48fc,5,Age 55-64,3,55_and_over,Female,Labour,Remain,a,1,2,3,4,2,1,4,1,2,2,2,1,1,1,1,2,A,b,2,1,1,1,9,1,1,1,1,1,1,6,1,6,1,4,2,1,6,1,1,1,2,2,49
study3,1256,20160509,8f35b2460bca879b0fa3f6e474658c11,05/09/2016 1:01,05/09/2016 1:11,10,Keep,GB,f7ab5d0f4c5228be65bf25b347bafbe7808d14b18fc53d93aad6f097549a6c05,5,Age 55-64,3,55_and_over,Female,UKIP,Leave,a,1,4,1,1,4,5,5,5,5,5,5,4,1,2,1,4,B,a,1,0,1,1,7,1,1,1,1,1,6,3,3,3,4,9,2,1,9,1,9,2,1,4,69
study3,1257,20160509,ea7cb42d2148cf2242f32d2d4b545adb,05/09/2016 1:13,05/09/2016 1:24,11,Keep,GB,7b14f7a1a9d00c11cd3e0e22612fb949501887a28d3c66b92fe3d7999b66d226,4,Age 45-54,2,35_to_54,Female,UKIP,Leave,a,4,4,2,5,5,2,5,5,5,5,5,5,4,1,1,4,A,a,1,0,4,1,6,2,2,2,6,5,7,8,4,6,6,8,4,5,7,2,6,4,6,5,101
study3,1258,20160509,955a6c55e4960bb85900b37d14587224,05/09/2016 1:22,05/09/2016 1:29,7,Keep,GB,a52c559bfe5e9c80aea4c0b27937b044d9ec84b1c3f99cf5011183cf5e6f2664,6,Age 65+,3,55_and_over,Female,Labour,Remain,a,5,4,1,2,1,1,5,4,3,1,1,5,3,1,2,1,B,b,2,1,2,1,5,1,3,1,1,1,3,5,1,7,5,6,5,3,5,1,2,3,2,2,62
study3,1259,20160509,99b649cb0d6840bb992cfab2cfe00236,05/09/2016 1:20,05/09/2016 1:29,9,Keep,GB,211b55bab2aa5bfa2e9ec5176fb626c4fd567b3521c3a3162e4eaf8f85ca705b,6,Age 65+,3,55_and_over,Female,Con,Leave,a,4,5,4,5,5,4,4,5,5,5,4,3,4,1,2,4,A,b,2,1,3,1,8,1,3,2,7,1,2,2,1,8,1,7,2,2,6,1,3,1,1,6,65
study3,1260,20160509,6d8582b5a48223bf55042551d570a383,05/09/2016 1:09,05/09/2016 1:32,23,Keep,GB,5aa34063a8e9d6e7cce08492379e0e8d0db93e77fd87b6b4bd47d41b5d1ee474,6,Age 65+,3,55_and_over,Female,UKIP,Leave,a,4,4,5,5,5,5,5,5,5,5,5,5,1,1,3,5,A,a,1,0,3,1,1,2,2,2,7,2,3,7,2,7,2,9,2,1,1,1,7,1,1,5,65
study3,1261,20160509,d153ef5357d81cad6bbfdd37a5420e25,05/09/2016 1:18,05/09/2016 1:33,15,Keep,GB,0724bf210fcd51e07b0580eff6bfdbeef4d2818733e5d58c20344be55446d3d6,6,Age 65+,3,55_and_over,Female,Con,Leave,a,4,5,4,4,5,5,3,5,5,5,5,2,1,1,2,4,B,a,1,0,3,5,8,8,4,6,1,6,7,1,7,1,9,2,8,3,1,9,1,8,7,2,99
study3,1262,20160509,45f76cd07719a230fe73985c33e155ec,05/09/2016 1:30,05/09/2016 1:38,8,Keep,GB,d07bc46eecbeabd566bc4cfcd6f7b9706f323c6b7829c686ce2afff488e23f07,5,Age 55-64,3,55_and_over,Female,UKIP,Leave,a,1,3,5,5,5,3,5,5,5,5,5,3,5,1,4,5,A,b,2,1,3,1,9,2,2,1,5,5,3,5,2,5,3,5,4,4,5,1,5,2,5,4,77
study3,1263,20160509,5c2d2b9cd46f9f3aa83919e627d6d720,05/09/2016 1:48,05/09/2016 1:57,9,Keep,GB,b036c6cbcb83922d5ebf50de62ba8e5a87fcc00573f2bd1bfc9d36a117938ecc,5,Age 55-64,3,55_and_over,Female,Labour,Remain,a,3,2,1,3,4,1,2,3,3,4,1,4,1,1,1,1,A,a,1,0,7,1,9,1,2,2,1,4,1,1,4,2,2,1,2,1,1,1,1,2,2,2,42
study3,1264,20160509,a24ce7baa406802c8e10f4f3149b3faa,05/09/2016 1:52,05/09/2016 1:58,6,Keep,GB,9d494f404b0a902d210686e3c007ea6d140074cd500f2e593baf5c441bcccde3,5,Age 55-64,3,55_and_over,Female,SNP,Remain,a,3,2,1,3,4,1,2,1,3,1,1,1,1,2,1,2,B,b,2,1,1,1,9,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,36
study3,1265,20160509,8964c5f34fecd9f20cbf95db8cf5570e,05/09/2016 2:24,05/09/2016 2:31,7,Keep,GB,d509f493b15f9762381af3ac20dbacc1911b29ba3767279a295f66cf2da3d45d,5,Age 55-64,3,55_and_over,Female,Labour,Remain,a,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,4,A,b,2,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,32
study3,1266,20160509,df162b863b1bb601dc9b9604ef66f543,05/09/2016 2:20,05/09/2016 2:39,19,Keep,GB,ea5dabfee925cf856971dbe2fd6a697a06cb658c20f072f504051ad2142166d6,6,Age 65+,3,55_and_over,Female,LibDem,Leave,a,4,2,2,3,5,3,5,4,4,5,5,3,4,1,1,5,B,b,2,1,5,1,2,2,2,3,6,3,3,8,3,8,7,5,4,6,4,1,2,2,4,3,78
study3,1267,20160509,9c4acdba7a456ddab263b9229d383cf8,05/09/2016 2:28,05/09/2016 2:40,12,Keep,GB,7481554f74f7512cfe9ef34c530d7c806ce2e2308e421f955932bcd018967679,5,Age 55-64,3,55_and_over,Female,Con,Leave,a,4,4,4,5,5,5,4,5,5,5,5,4,2,1,2,4,A,b,2,1,7,1,3,5,6,6,7,6,4,8,3,6,3,7,5,6,9,2,4,2,4,6,102
study3,1268,20160509,e2c6ee24884685c7b9b0a62fb6b5bbde,05/09/2016 2:25,05/09/2016 2:43,18,Keep,GB,93ad43435ae6c3b70c9605d55782cde9a7987a41d04defc03312f7628b8010eb,5,Age 55-64,3,55_and_over,Female,Labour,Leave,a,1,4,4,2,4,4,3,5,5,5,5,3,2,1,3,3,B,a,1,0,1,1,3,3,1,1,4,5,3,9,3,7,2,9,2,5,5,1,6,2,4,3,78
study3,1269,20160509,4c5af6d03a50231b01d65b3e1373f7f2,05/09/2016 2:37,05/09/2016 2:48,11,Keep,GB,e557d84e5577ba5f0be5e67f185df85515f7a9cd1e7f5ff0b2154691b93b6862,4,Age 45-54,2,35_to_54,Female,LibDem,Leave,a,4,3,3,4,1,4,3,4,4,4,2,2,2,2,2,3,B,b,2,1,5,1,9,1,2,2,2,3,1,1,1,2,2,3,2,1,2,1,3,1,1,2,42
study3,1270,20160509,4569a54200547cdc6142b4ee3a573011,05/09/2016 2:47,05/09/2016 2:57,10,Keep,GB,ed7331cfeeb6cf89c9a1c2b109a837e3cc914bbf524fed2e67352f7aaf12fdc5,6,Age 65+,3,55_and_over,Female,Labour,Leave,a,2,1,5,5,5,1,5,4,5,4,4,1,3,1,2,3,B,b,2,1,1,1,3,7,1,3,1,5,2,7,7,8,8,7,2,7,8,1,1,9,7,1,95
study3,1271,20160509,a7a8c8f5b2ce4119e1f11f145234d76a,05/09/2016 2:53,05/09/2016 3:00,7,Keep,FR,491978974a84a35f4f69a55331ec4312ad120d0c2f6e8a2c793e499f137777aa,6,Age 65+,3,55_and_over,Male,Con,Remain,a,3,2,1,3,4,4,1,1,4,2,1,1,2,1,2,3,B,b,2,1,5,1,9,1,5,1,1,1,1,1,1,1,1,1,5,1,1,9,1,1,5,7,54
study3,1272,20160509,8752a0e65a63ae031e9a7ccd487998cf,05/09/2016 2:57,05/09/2016 3:05,8,Keep,GB,a04b54485f9ea045c4f9d70d0c641547aae98fc8d91cd8426800d00995331276,1,Age 18-24,1,18_to_34,Female,Labour,Remain,a,1,2,4,4,4,2,3,1,3,2,2,1,2,1,1,3,A,a,1,0,2,1,9,1,2,5,1,2,2,1,2,1,1,4,3,1,2,1,1,3,2,1,45
study3,1273,20160509,d2046436a39bb4ceaec4d3d9db0ff101,05/09/2016 2:58,05/09/2016 3:09,11,Keep,GB,9232e0207f333d605fc4a9ad3fc2767686c15b7de70370d3ff230f4603bf20a9,3,Age 35-44,2,35_to_54,Female,SNP,Remain,a,3,1,2,2,2,1,2,1,2,2,1,2,2,1,1,2,B,b,2,1,2,1,9,1,2,1,1,1,1,1,1,5,2,1,2,1,1,1,2,3,5,1,42
